log_id,maintenance_date,work_description,cost,drone_id
21026,2025-10-17,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,524.7,179
21027,2026-04-07,Thermal camera sensor recalibration and firmware patch application.,502.37,245
21028,2026-02-17,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,239.3,282
21029,2025-09-20,Installed new vibration dampening mounts on the camera gimbal payload.,687.71,171
21030,2023-09-22,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,543.38,453
21031,2025-08-03,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,982.4,166
21032,2024-09-02,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,298.77,4
21033,2024-07-26,Replaced main battery connector due to pin corrosion and tested power draw under load.,289.87,320
21034,2024-05-08,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,538.43,479
21035,2024-11-30,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,169.82,347
21036,2024-08-05,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,915.09,274
21037,2024-12-27,Installed new vibration dampening mounts on the camera gimbal payload.,130.62,207
21038,2024-09-15,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,883.49,358
21039,2025-08-24,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,111.31,118
21040,2025-11-08,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,808.45,297
21041,2024-11-14,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,701.18,572
21042,2024-07-26,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,847.09,469
21043,2024-02-25,Thermal camera sensor recalibration and firmware patch application.,722.52,417
21044,2023-03-25,Replaced main battery connector due to pin corrosion and tested power draw under load.,104.93,126
21045,2024-04-11,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,473.15,375
21046,2023-09-15,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,501.57,473
21047,2025-06-02,Thermal camera sensor recalibration and firmware patch application.,941.52,308
21048,2026-02-19,Thermal camera sensor recalibration and firmware patch application.,713.64,540
21049,2025-05-08,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,706.98,280
21050,2026-03-05,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,115.49,147
21051,2025-03-20,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,324.0,578
21052,2025-10-02,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,769.93,561
21053,2026-04-02,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,374.75,558
21054,2026-03-26,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,849.8,566
21055,2023-12-24,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,443.06,154
21056,2026-03-17,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,858.61,279
21057,2025-06-05,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,509.85,422
21058,2025-12-07,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,939.04,419
21059,2025-10-19,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,282.39,250
21060,2025-09-13,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,282.21,458
21061,2025-11-28,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,629.45,123
21062,2025-12-19,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,216.09,407
21063,2025-04-27,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,837.15,306
21064,2025-03-02,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,869.78,229
21065,2025-03-01,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,264.94,232
21066,2026-04-07,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,658.42,536
21067,2025-06-24,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,473.8,589
21068,2025-01-16,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,302.7,262
21069,2026-02-01,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,553.46,511
21070,2026-01-14,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,203.51,393
21071,2025-08-27,Thermal camera sensor recalibration and firmware patch application.,135.09,212
21072,2025-12-03,Installed new vibration dampening mounts on the camera gimbal payload.,972.56,577
21073,2025-09-25,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,581.28,507
21074,2025-09-25,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,399.67,372
21075,2024-01-31,Installed new vibration dampening mounts on the camera gimbal payload.,734.31,141
21076,2025-11-28,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,756.14,286
21077,2026-01-02,Thermal camera sensor recalibration and firmware patch application.,397.29,148
21078,2025-06-14,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,824.68,428
21079,2025-08-17,Replaced main battery connector due to pin corrosion and tested power draw under load.,246.06,599
21080,2025-11-13,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,640.49,508
21081,2025-12-24,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,192.46,419
21082,2025-03-17,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,521.21,352
21083,2025-03-02,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,771.87,487
21084,2026-02-13,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,127.47,561
21085,2025-08-03,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,726.65,512
21086,2024-09-01,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,163.74,371
21087,2025-01-19,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,176.0,342
21088,2025-12-17,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,787.28,384
21089,2023-11-15,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,378.82,222
21090,2024-04-27,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,293.22,3
21091,2026-04-10,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,798.77,329
21092,2024-09-21,Replaced main battery connector due to pin corrosion and tested power draw under load.,242.87,113
21093,2026-04-06,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,503.96,355
21094,2023-11-30,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,920.6,579
21095,2025-03-14,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,964.78,331
21096,2025-06-21,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,443.26,404
21097,2024-11-14,Thermal camera sensor recalibration and firmware patch application.,485.42,335
21098,2025-10-17,Thermal camera sensor recalibration and firmware patch application.,100.57,425
21099,2024-08-16,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,902.27,491
21100,2026-04-02,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,433.6,431
21101,2025-06-29,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,249.91,462
21102,2026-02-27,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,896.38,333
21103,2024-04-27,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,858.66,133
21104,2024-01-19,Thermal camera sensor recalibration and firmware patch application.,659.09,240
21105,2026-03-09,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,246.82,490
21106,2024-12-20,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,426.57,228
21107,2025-09-29,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,138.79,150
21108,2026-03-29,Thermal camera sensor recalibration and firmware patch application.,129.73,425
21109,2024-02-24,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,870.57,474
21110,2024-11-04,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,460.53,404
21111,2026-04-06,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,934.01,329
21112,2025-05-16,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,616.01,276
21113,2026-02-21,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,579.57,518
21114,2025-04-17,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,194.81,504
21115,2026-02-18,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,604.23,144
21116,2025-06-15,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,406.48,306
21117,2026-02-20,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,774.26,375
21118,2026-04-10,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,247.63,148
21119,2025-07-16,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,324.44,452
21120,2024-08-17,Thermal camera sensor recalibration and firmware patch application.,951.31,312
21121,2025-04-26,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,663.84,451
21122,2026-03-12,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,659.53,405
21123,2026-01-15,Thermal camera sensor recalibration and firmware patch application.,361.64,365
21124,2024-12-25,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,216.76,572
21125,2025-06-18,Thermal camera sensor recalibration and firmware patch application.,539.1,191
21126,2025-06-08,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,269.35,316
21127,2026-01-01,Installed new vibration dampening mounts on the camera gimbal payload.,175.33,232
21128,2025-12-02,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,352.63,562
21129,2025-02-24,Thermal camera sensor recalibration and firmware patch application.,936.93,572
21130,2024-09-08,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,939.93,158
21131,2025-09-25,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,156.78,400
21132,2025-10-23,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,977.79,352
21133,2023-10-30,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,793.4,428
21134,2024-12-17,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,719.83,199
21135,2024-06-18,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,778.78,423
21136,2025-05-11,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,596.05,211
21137,2026-01-25,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,895.92,377
21138,2026-04-07,Installed new vibration dampening mounts on the camera gimbal payload.,579.5,291
21139,2025-11-03,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,281.36,590
21140,2025-10-15,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,640.96,401
21141,2025-10-02,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,756.01,354
21142,2025-05-02,Installed new vibration dampening mounts on the camera gimbal payload.,852.37,429
21143,2025-06-15,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,491.3,526
21144,2025-08-26,Replaced main battery connector due to pin corrosion and tested power draw under load.,440.32,290
21145,2024-01-17,Installed new vibration dampening mounts on the camera gimbal payload.,199.3,471
21146,2025-06-24,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,920.26,340
21147,2024-05-21,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,336.66,327
21148,2026-03-04,Replaced main battery connector due to pin corrosion and tested power draw under load.,188.05,193
21149,2024-12-31,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,954.33,570
21150,2025-11-15,Installed new vibration dampening mounts on the camera gimbal payload.,369.33,574
21151,2025-10-15,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,682.51,352
21152,2024-07-16,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,549.51,522
21153,2026-03-23,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,222.07,352
21154,2024-05-14,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,492.61,552
21155,2025-02-15,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,120.97,323
21156,2024-10-25,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,561.79,389
21157,2025-08-03,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,611.28,252
21158,2025-09-26,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,446.15,122
21159,2026-02-21,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,849.55,502
21160,2025-08-19,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,193.78,446
21161,2026-03-11,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,536.2,437
21162,2025-09-03,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,326.75,493
21163,2025-12-31,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,393.65,377
21164,2026-02-10,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,485.85,581
21165,2026-01-15,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,624.91,533
21166,2026-04-07,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,445.08,412
21167,2023-10-24,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,365.31,461
21168,2023-07-15,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,441.74,469
21169,2025-12-20,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,963.53,363
21170,2026-01-30,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,653.48,577
21171,2025-07-15,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,609.49,422
21172,2025-08-22,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,561.81,118
21173,2026-01-22,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,581.63,323
21174,2025-02-14,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,269.4,143
21175,2025-09-29,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,754.98,210
21176,2024-10-11,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,402.39,445
21177,2025-09-13,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,914.22,238
21178,2026-02-07,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,350.98,462
21179,2026-02-24,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,630.85,594
21180,2025-03-09,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,811.74,583
21181,2024-09-22,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,903.03,222
21182,2025-04-15,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,541.85,9
21183,2025-04-06,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,341.11,236
21184,2026-02-27,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,941.09,534
21185,2025-09-09,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,550.26,513
21186,2023-03-19,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,309.59,532
21187,2025-07-04,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,740.64,304
21188,2026-04-04,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,238.43,193
21189,2025-08-20,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,393.3,589
21190,2024-10-16,Installed new vibration dampening mounts on the camera gimbal payload.,588.88,4
21191,2026-02-14,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,210.87,235
21192,2026-01-08,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,431.93,298
21193,2025-11-07,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,388.08,108
21194,2025-09-26,Installed new vibration dampening mounts on the camera gimbal payload.,518.08,105
21195,2024-12-30,Installed new vibration dampening mounts on the camera gimbal payload.,831.07,584
21196,2025-12-31,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,890.73,116
21197,2024-02-18,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,866.61,204
21198,2026-03-28,Replaced main battery connector due to pin corrosion and tested power draw under load.,516.14,520
21199,2026-01-30,Thermal camera sensor recalibration and firmware patch application.,793.51,396
21200,2024-10-09,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,961.25,530
21201,2024-11-28,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,476.21,5
21202,2023-11-30,Thermal camera sensor recalibration and firmware patch application.,310.04,519
21203,2026-02-03,Thermal camera sensor recalibration and firmware patch application.,790.68,183
21204,2024-07-10,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,516.07,140
21205,2024-11-24,Thermal camera sensor recalibration and firmware patch application.,316.3,112
21206,2025-12-05,Thermal camera sensor recalibration and firmware patch application.,691.33,223
21207,2023-06-02,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,714.52,417
21208,2024-05-19,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,481.24,252
21209,2024-07-24,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,939.93,343
21210,2025-09-27,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,890.58,551
21211,2026-03-25,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,577.78,7
21212,2025-06-20,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,850.89,422
21213,2025-05-08,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,609.09,322
21214,2026-02-27,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,978.26,507
21215,2025-07-17,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,418.23,447
21216,2025-07-21,Replaced main battery connector due to pin corrosion and tested power draw under load.,842.06,476
21217,2026-03-16,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,798.16,117
21218,2025-10-13,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,353.73,518
21219,2025-10-01,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,204.14,195
21220,2023-07-07,Thermal camera sensor recalibration and firmware patch application.,430.17,312
21221,2026-02-28,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,663.17,110
21222,2023-08-24,Thermal camera sensor recalibration and firmware patch application.,478.83,288
21223,2024-07-07,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,639.1,548
21224,2023-10-16,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,197.5,509
21225,2026-03-21,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,709.46,348
21226,2025-03-13,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,744.13,197
21227,2024-12-08,Replaced main battery connector due to pin corrosion and tested power draw under load.,819.25,241
21228,2025-12-24,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,452.31,7
21229,2026-04-10,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,925.87,329
21230,2026-02-14,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,444.33,265
21231,2025-08-10,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,298.6,234
21232,2023-06-27,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,355.65,514
21233,2025-01-17,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,378.87,259
21234,2024-02-09,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,701.12,332
21235,2025-09-13,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,736.03,354
21236,2026-03-31,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,696.69,537
21237,2026-01-27,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,908.27,206
21238,2025-06-28,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,331.23,130
21239,2025-11-26,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,457.25,216
21240,2025-12-20,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,142.19,354
21241,2025-01-14,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,389.44,570
21242,2025-12-31,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,368.06,301
21243,2025-01-02,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,970.6,365
21244,2026-01-25,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,187.3,201
21245,2025-06-16,Replaced main battery connector due to pin corrosion and tested power draw under load.,434.34,362
21246,2025-10-05,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,133.94,462
21247,2026-03-26,Replaced main battery connector due to pin corrosion and tested power draw under load.,134.57,142
21248,2025-09-20,Installed new vibration dampening mounts on the camera gimbal payload.,919.23,122
21249,2026-01-15,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,711.22,107
21250,2025-05-27,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,423.82,2
21251,2024-09-19,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,494.19,112
21252,2026-02-14,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,413.61,374
21253,2025-05-27,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,200.53,118
21254,2025-04-27,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,787.3,570
21255,2025-02-02,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,337.6,216
21256,2026-02-07,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,328.39,192
21257,2024-09-08,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,912.93,349
21258,2026-02-23,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,427.92,194
21259,2026-01-25,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,995.46,430
21260,2025-05-30,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,490.51,334
21261,2025-08-19,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,570.24,330
21262,2024-12-26,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,432.63,503
21263,2026-03-05,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,423.79,221
21264,2025-08-13,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,635.91,10
21265,2026-01-21,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,983.35,455
21266,2025-08-02,Installed new vibration dampening mounts on the camera gimbal payload.,222.42,270
21267,2026-03-11,Replaced main battery connector due to pin corrosion and tested power draw under load.,854.58,337
21268,2025-12-22,Thermal camera sensor recalibration and firmware patch application.,531.51,552
21269,2025-03-28,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,751.15,115
21270,2025-10-10,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,163.49,105
21271,2025-12-28,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,317.81,256
21272,2023-05-09,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,499.78,514
21273,2026-01-11,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,303.33,196
21274,2025-09-29,Replaced main battery connector due to pin corrosion and tested power draw under load.,901.69,456
21275,2025-01-22,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,748.57,399
21276,2024-04-19,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,321.04,552
21277,2023-11-29,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,616.38,332
21278,2023-11-30,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,231.97,379
21279,2024-03-26,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,174.59,408
21280,2025-11-03,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,781.71,579
21281,2026-03-31,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,653.51,141
21282,2026-02-21,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,730.14,531
21283,2025-02-13,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,603.84,184
21284,2025-05-31,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,168.27,5
21285,2024-09-18,Replaced main battery connector due to pin corrosion and tested power draw under load.,188.99,203
21286,2024-09-19,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,670.84,228
21287,2026-01-02,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,145.97,147
21288,2025-07-26,Installed new vibration dampening mounts on the camera gimbal payload.,463.9,598
21289,2024-04-23,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,440.5,351
21290,2024-01-24,Installed new vibration dampening mounts on the camera gimbal payload.,960.48,493
21291,2025-12-19,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,790.58,376
21292,2026-02-13,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,516.32,384
21293,2025-07-03,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,517.25,587
21294,2026-04-04,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,515.54,499
21295,2025-09-06,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,698.12,395
21296,2024-02-11,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,607.14,568
21297,2024-09-09,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,126.15,316
21298,2025-11-07,Replaced main battery connector due to pin corrosion and tested power draw under load.,317.74,370
21299,2025-11-13,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,973.53,578
21300,2026-03-30,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,768.97,520
21301,2025-12-15,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,994.31,400
21302,2024-06-10,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,995.49,322
21303,2025-04-07,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,698.8,145
21304,2026-01-04,Thermal camera sensor recalibration and firmware patch application.,409.94,443
21305,2024-12-20,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,546.53,305
21306,2026-03-31,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,435.25,499
21307,2026-03-31,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,953.99,144
21308,2026-02-03,Replaced main battery connector due to pin corrosion and tested power draw under load.,219.71,391
21309,2026-01-07,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,763.08,394
21310,2025-05-28,Replaced main battery connector due to pin corrosion and tested power draw under load.,452.54,323
21311,2026-03-09,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,515.55,566
21312,2025-12-14,Replaced main battery connector due to pin corrosion and tested power draw under load.,461.23,8
21313,2026-04-06,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,423.09,273
21314,2025-12-23,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,291.36,400
21315,2026-04-07,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,543.13,170
21316,2026-01-05,Thermal camera sensor recalibration and firmware patch application.,701.44,101
21317,2024-08-06,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,798.71,240
21318,2024-09-22,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,428.18,522
21319,2026-03-27,Installed new vibration dampening mounts on the camera gimbal payload.,309.05,314
21320,2026-03-26,Replaced main battery connector due to pin corrosion and tested power draw under load.,205.33,292
21321,2025-12-27,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,199.4,554
21322,2025-03-31,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,219.6,586
21323,2026-03-25,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,310.75,377
21324,2025-09-17,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,367.64,208
